nameOrig,total_transactions,avg_amount,max_amount,total_amount,std_amount,avg_balance_before,avg_balance_delta,cashout_count,transfer_count,cashout_ratio,unique_destinations,is_anomaly,risk_score,risk_level
C357830604,1,2522835.0,2522835.0,2522835.0,0.0,5279.0,5279.0,0,1,0.0,1,1,0.0542252978015928,HIGH
C721064623,1,1831678.375,1831678.375,1831678.375,0.0,180995.0,180995.0,0,1,0.0,1,1,0.0542094943364676,HIGH
C744595706,1,1427274.125,1427274.125,1427274.125,0.0,573845.25,573845.25,0,1,0.0,1,1,0.05415720355961329,HIGH
C376237154,1,1346355.0,1346355.0,1346355.0,0.0,958086.8125,958086.8125,0,1,0.0,1,1,0.05414853046746637,HIGH
C1801589858,1,1342007.375,1342007.375,1342007.375,0.0,1040182.375,1040182.375,0,1,0.0,1,1,0.05414853046746637,HIGH
C140146893,1,1307037.75,1307037.75,1307037.75,0.0,1459046.25,1307037.78125,0,1,0.0,1,1,0.05414853046746637,HIGH
C1882137144,1,1361381.75,1361381.75,1361381.75,0.0,944703.5625,944703.5625,0,1,0.0,1,1,0.05414853046746637,HIGH
C41790610,1,1347094.0,1347094.0,1347094.0,0.0,753260.25,753260.25,0,1,0.0,1,1,0.054111130483479264,HIGH
C1823041298,1,1345520.875,1345520.875,1345520.875,0.0,740031.0625,740031.0625,0,1,0.0,1,1,0.054111130483479264,HIGH
C125314733,1,2842423.5,2842423.5,2842423.5,0.0,0.0,0.0,0,1,0.0,1,1,0.05400059829963044,HIGH
C1479426296,1,2848328.5,2848328.5,2848328.5,0.0,0.0,0.0,0,1,0.0,1,1,0.05400059829963044,HIGH
C308847904,1,2837449.25,2837449.25,2837449.25,0.0,0.0,0.0,0,1,0.0,1,1,0.05400059829963044,HIGH
C575105940,1,2831285.0,2831285.0,2831285.0,0.0,0.0,0.0,0,1,0.0,1,1,0.05400059829963044,HIGH
C1635682498,1,2810491.25,2810491.25,2810491.25,0.0,0.0,0.0,0,1,0.0,1,1,0.05400059829963044,HIGH
C1263405029,1,2823233.75,2823233.75,2823233.75,0.0,0.0,0.0,0,1,0.0,1,1,0.05400059829963044,HIGH
C904515384,1,2825734.75,2825734.75,2825734.75,0.0,0.0,0.0,0,1,0.0,1,1,0.05400059829963044,HIGH
C1861416877,1,2837270.75,2837270.75,2837270.75,0.0,0.0,0.0,0,1,0.0,1,1,0.05400059829963044,HIGH
C1517171422,1,2813145.0,2813145.0,2813145.0,0.0,0.0,0.0,0,1,0.0,1,1,0.05400059829963044,HIGH
C676337375,1,2836970.5,2836970.5,2836970.5,0.0,0.0,0.0,0,1,0.0,1,1,0.05400059829963044,HIGH
C488741473,1,2836120.75,2836120.75,2836120.75,0.0,0.0,0.0,0,1,0.0,1,1,0.05400059829963044,HIGH
C1274805474,1,2057651.25,2057651.25,2057651.25,0.0,103174.1796875,103174.1796875,0,1,0.0,1,1,0.05395401395620725,HIGH
C1741527153,1,2068925.375,2068925.375,2068925.375,0.0,101762.0,101762.0,0,1,0.0,1,1,0.05395401395620725,HIGH
C1648294933,1,2059918.25,2059918.25,2059918.25,0.0,100939.8828125,100939.8828125,0,1,0.0,1,1,0.05395401395620725,HIGH
C13987727,1,1292165.75,1292165.75,1292165.75,0.0,1972904.25,1292165.875,0,1,0.0,1,1,0.053933839556525975,HIGH
C1591362516,1,1321968.25,1321968.25,1321968.25,0.0,2455253.25,1321968.25,0,1,0.0,1,1,0.053933839556525975,HIGH
C1830767522,1,1519107.375,1519107.375,1519107.375,0.0,417493.21875,417493.21875,0,1,0.0,1,1,0.05390512050486784,MEDIUM
C1276787191,1,1506594.875,1506594.875,1506594.875,0.0,444789.0,444789.0,0,1,0.0,1,1,0.05390512050486784,MEDIUM
C149789392,1,1497978.625,1497978.625,1497978.625,0.0,439628.9375,439628.9375,0,1,0.0,1,1,0.05390512050486784,MEDIUM
C882007575,1,1399259.5,1399259.5,1399259.5,0.0,604016.375,604016.375,0,1,0.0,1,1,0.05390512050486784,MEDIUM
C462898466,1,1310923.0,1310923.0,1310923.0,0.0,1651899.0,1310923.0,0,1,0.0,1,1,0.05389645034627244,MEDIUM
C707605535,1,1295555.375,1295555.375,1295555.375,0.0,1460838.125,1295555.484375,0,1,0.0,1,1,0.05389645034627244,MEDIUM
C1952326852,1,1321660.5,1321660.5,1321660.5,0.0,1423731.25,1321660.4765625,0,1,0.0,1,1,0.05389645034627244,MEDIUM
C1932754444,1,2320329.25,2320329.25,2320329.25,0.0,23368.0,23368.0,0,1,0.0,1,1,0.05386630029309203,MEDIUM
C1129391324,1,1324918.125,1324918.125,1324918.125,0.0,811465.625,811465.625,0,1,0.0,1,1,0.05385906301230414,MEDIUM
C2073564961,1,1445977.5,1445977.5,1445977.5,0.0,462177.21875,462177.21875,0,1,0.0,1,1,0.05385285108195459,MEDIUM
C767103522,1,1439616.125,1439616.125,1439616.125,0.0,508896.0,508896.0,0,1,0.0,1,1,0.05385285108195459,MEDIUM
C650161856,1,2055331.0,2055331.0,2055331.0,0.0,102895.0,102895.0,0,1,0.0,1,1,0.053701999627488894,MEDIUM
C1518610851,1,1993235.375,1993235.375,1993235.375,0.0,107526.0,107526.0,0,1,0.0,1,1,0.053701999627488894,MEDIUM
C1675659272,1,2034634.75,2034634.75,2034634.75,0.0,108372.171875,108372.171875,0,1,0.0,1,1,0.053701999627488894,MEDIUM
C1572974239,1,1993548.5,1993548.5,1993548.5,0.0,107459.0,107459.0,0,1,0.0,1,1,0.053701999627488894,MEDIUM
C386346753,1,1770714.25,1770714.25,1770714.25,0.0,245461.59375,245461.59375,0,1,0.0,1,1,0.05365312271367206,MEDIUM
C182195959,1,1482737.875,1482737.875,1482737.875,0.0,425913.0,425913.0,0,1,0.0,1,1,0.05365312271367206,MEDIUM
C48765406,1,1787087.125,1787087.125,1787087.125,0.0,255311.0,255311.0,0,1,0.0,1,1,0.05365312271367206,MEDIUM
C740054021,1,1501288.375,1501288.375,1501288.375,0.0,435803.71875,435803.71875,0,1,0.0,1,1,0.05365312271367206,MEDIUM
C2064305892,1,2062054.5,2062054.5,2062054.5,0.0,93537.0,93537.0,0,1,0.0,1,1,0.05345007053907458,MEDIUM
C575199161,1,2212413.5,2212413.5,2212413.5,0.0,60637.0,60637.0,0,1,0.0,1,1,0.05343630446336056,MEDIUM
C1765244046,1,2317078.0,2317078.0,2317078.0,0.0,21266.0,21266.0,0,1,0.0,1,1,0.05343630446336056,MEDIUM
C910482690,1,2298692.0,2298692.0,2298692.0,0.0,51612.0,51612.0,0,1,0.0,1,1,0.05343630446336056,MEDIUM
C1145849686,1,2297686.5,2297686.5,2297686.5,0.0,50160.0,50160.0,0,1,0.0,1,1,0.05343630446336056,MEDIUM
C77163673,1,1096187.25,1096187.25,1096187.25,0.0,1096187.25,1096187.25,1,0,1.0,1,1,0.053423110770591364,MEDIUM
C2002885737,1,1798265.875,1798265.875,1798265.875,0.0,230117.25,230117.25,0,1,0.0,1,1,0.053401210157186796,MEDIUM
C1979194270,1,1398519.75,1398519.75,1398519.75,0.0,648849.625,648849.625,0,1,0.0,1,1,0.053401210157186796,MEDIUM
C343339331,1,1490296.5,1490296.5,1490296.5,0.0,373190.5625,373190.5625,0,1,0.0,1,1,0.053401210157186796,MEDIUM
C797034948,1,1467841.0,1467841.0,1467841.0,0.0,384703.84375,384703.84375,0,1,0.0,1,1,0.053401210157186796,MEDIUM
C1349239031,1,1330347.125,1330347.125,1330347.125,0.0,1271694.25,1271694.25,0,1,0.0,1,1,0.05339254586271813,MEDIUM
C1060059405,1,2144572.0,2144572.0,2144572.0,0.0,65743.703125,65743.703125,0,1,0.0,1,1,0.05338406793115302,MEDIUM
C290878198,1,2131273.0,2131273.0,2131273.0,0.0,77800.0,77800.0,0,1,0.0,1,1,0.05338406793115302,MEDIUM
C1997602590,1,1419617.875,1419617.875,1419617.875,0.0,473977.0,473977.0,0,1,0.0,1,1,0.053348976087088884,MEDIUM
C481236958,1,1423821.5,1423821.5,1423821.5,0.0,541791.0,541791.0,0,1,0.0,1,1,0.053348976087088884,MEDIUM
C1290153420,1,2794908.75,2794908.75,2794908.75,0.0,0.0,0.0,0,1,0.0,1,1,0.05324476375204468,MEDIUM
C591190387,1,2794982.5,2794982.5,2794982.5,0.0,0.0,0.0,0,1,0.0,1,1,0.05324476375204468,MEDIUM
C1301282085,1,2795295.0,2795295.0,2795295.0,0.0,0.0,0.0,0,1,0.0,1,1,0.05324476375204468,MEDIUM
C2017663141,1,1243653.0,1243653.0,1243653.0,0.0,2899994.0,1243653.0,0,1,0.0,1,1,0.05323029480584729,MEDIUM
C1548662431,1,2347959.5,2347959.5,2347959.5,0.0,8077.0,8077.0,0,1,0.0,1,1,0.0532173849676123,MEDIUM
C848537037,1,2430939.25,2430939.25,2430939.25,0.0,6016.0,6016.0,0,1,0.0,1,1,0.0532173849676123,MEDIUM
C286624783,1,2304242.5,2304242.5,2304242.5,0.0,55373.0,55373.0,0,1,0.0,1,1,0.053184465242600676,MEDIUM
C241661719,1,2316109.75,2316109.75,2316109.75,0.0,30610.0,30610.0,0,1,0.0,1,1,0.053184465242600676,MEDIUM
C945058760,1,2269973.25,2269973.25,2269973.25,0.0,57367.0,57367.0,0,1,0.0,1,1,0.053184465242600676,MEDIUM
C1047988161,1,2299655.75,2299655.75,2299655.75,0.0,55673.0,55673.0,0,1,0.0,1,1,0.053184465242600676,MEDIUM
C1213142549,1,1102133.875,1102133.875,1102133.875,0.0,1102133.875,1102133.875,1,0,1.0,1,1,0.05317127601241256,MEDIUM
C534807379,1,1332361.625,1332361.625,1332361.625,0.0,906692.875,906692.875,0,1,0.0,1,1,0.053140721442689665,MEDIUM
C204864633,1,2163440.75,2163440.75,2163440.75,0.0,63450.0,63450.0,0,1,0.0,1,1,0.05313224637866576,MEDIUM
C779679762,1,1428659.875,1428659.875,1428659.875,0.0,491383.375,491383.375,0,1,0.0,1,1,0.05309716640392459,MEDIUM
C1530932340,1,1428421.25,1428421.25,1428421.25,0.0,478182.125,478182.125,0,1,0.0,1,1,0.05309716640392459,MEDIUM
C1407538180,1,1424606.125,1424606.125,1424606.125,0.0,472984.65625,472984.65625,0,1,0.0,1,1,0.05309716640392459,MEDIUM
C2034194688,1,1390820.75,1390820.75,1390820.75,0.0,572731.375,572731.375,0,1,0.0,1,1,0.05309716640392459,MEDIUM
C283598535,1,2405753.5,2405753.5,2405753.5,0.0,4245.0,4245.0,0,1,0.0,1,1,0.052965619793294394,MEDIUM
C369897030,1,2408688.5,2408688.5,2408688.5,0.0,5000.0,5000.0,0,1,0.0,1,1,0.052965619793294394,MEDIUM
C1639987311,1,2405000.0,2405000.0,2405000.0,0.0,4529.0,4529.0,0,1,0.0,1,1,0.052965619793294394,MEDIUM
C1798272656,1,2412788.25,2412788.25,2412788.25,0.0,5026.0,5026.0,0,1,0.0,1,1,0.052965619793294394,MEDIUM
C294311992,1,2541974.25,2541974.25,2541974.25,0.0,2998.0,2998.0,0,1,0.0,1,1,0.052965619793294394,MEDIUM
C1648401229,1,2303857.25,2303857.25,2303857.25,0.0,46713.0,46713.0,0,1,0.0,1,1,0.05293271120291698,MEDIUM
C2069441821,1,2278638.25,2278638.25,2278638.25,0.0,51700.0,51700.0,0,1,0.0,1,1,0.05293271120291698,MEDIUM
C1183840388,1,2286206.25,2286206.25,2286206.25,0.0,51321.51171875,51321.51171875,0,1,0.0,1,1,0.05293271120291698,MEDIUM
C119734400,1,2293132.5,2293132.5,2293132.5,0.0,53344.0,53344.0,0,1,0.0,1,1,0.05293271120291698,MEDIUM
C1579166514,1,1386636.875,1386636.875,1386636.875,0.0,618100.0,618100.0,0,1,0.0,1,1,0.05289764063303981,MEDIUM
C1135769339,1,1780150.75,1780150.75,1780150.75,0.0,236521.4375,236521.4375,0,1,0.0,1,1,0.05289764063303981,MEDIUM
C721337261,1,1300410.125,1300410.125,1300410.125,0.0,1223229.875,1223229.875,0,1,0.0,1,1,0.052888982198731394,MEDIUM
C380250672,1,2132686.25,2132686.25,2132686.25,0.0,80236.0,80236.0,0,1,0.0,1,1,0.0528805100012788,MEDIUM
C517238128,1,2748547.75,2748547.75,2748547.75,0.0,997.0,997.0,0,1,0.0,1,1,0.052876078280060246,MEDIUM
C2081633996,1,2441853.5,2441853.5,2441853.5,0.0,5626.0,5626.0,0,1,0.0,1,1,0.05271393977500771,MEDIUM
C279446467,1,2375429.25,2375429.25,2375429.25,0.0,6036.0,6036.0,0,1,0.0,1,1,0.05271393977500771,MEDIUM
C2026451803,1,1943035.25,1943035.25,1943035.25,0.0,115380.703125,115380.703125,0,1,0.0,1,1,0.05269479442739167,MEDIUM
C436029896,1,1275082.5,1275082.5,1275082.5,0.0,1398026.125,1275082.4765625,0,1,0.0,1,1,0.05268951224157348,MEDIUM
C513688769,1,2294387.0,2294387.0,2294387.0,0.0,41508.0,41508.0,0,1,0.0,1,1,0.052681042315498305,MEDIUM
C1102979456,1,2300257.75,2300257.75,2300257.75,0.0,39358.0,39358.0,0,1,0.0,1,1,0.052681042315498305,MEDIUM
C1233474842,1,1265279.125,1265279.125,1265279.125,0.0,817680.6875,817680.6875,0,1,0.0,1,1,0.05265218547481576,MEDIUM
C681407629,1,1277017.25,1277017.25,1277017.25,0.0,1519192.625,1277017.28125,0,1,0.0,1,1,0.0526373281020337,MEDIUM
C119916610,1,2124382.25,2124382.25,2124382.25,0.0,63967.0,63967.0,0,1,0.0,1,1,0.05262885877018275,MEDIUM
C501990352,1,2756693.75,2756693.75,2756693.75,0.0,912.0,912.0,0,1,0.0,1,1,0.05262442854793159,MEDIUM
C1326504477,1,1412369.25,1412369.25,1412369.25,0.0,497188.0,497188.0,0,1,0.0,1,1,0.05259380252204504,MEDIUM
C1938832444,1,928285.25,928285.25,928285.25,0.0,26743618.0,-928286.0,0,0,0.0,1,1,0.05258514762357436,MEDIUM
C1212978640,1,2037435.75,2037435.75,2037435.75,0.0,106404.0,106404.0,0,1,0.0,1,1,0.05244320601197783,MEDIUM
C1591339511,1,1994191.75,1994191.75,1994191.75,0.0,104763.0,104763.0,0,1,0.0,1,1,0.05244320601197783,MEDIUM
C792455233,1,2261593.0,2261593.0,2261593.0,0.0,52108.0,52108.0,0,1,0.0,1,1,0.05242945855154302,MEDIUM
C78453645,1,1370353.125,1370353.125,1370353.125,0.0,691991.75,691991.75,0,1,0.0,1,1,0.05239441170190817,MEDIUM
C1054731991,1,1314132.25,1314132.25,1314132.25,0.0,919426.9375,919426.9375,0,1,0.0,1,1,0.05238575912379673,MEDIUM
C1701105060,1,1296537.875,1296537.875,1296537.875,0.0,1019339.5,1019339.5,0,1,0.0,1,1,0.05238575912379673,MEDIUM
C1983688360,1,1296192.125,1296192.125,1296192.125,0.0,859036.375,859036.375,0,1,0.0,1,1,0.05238575912379673,MEDIUM
C1191246874,1,1286454.625,1286454.625,1286454.625,0.0,1090254.5,1090254.5,0,1,0.0,1,1,0.05238575912379673,MEDIUM
C81943495,1,1315700.875,1315700.875,1315700.875,0.0,732949.875,732949.875,0,1,0.0,1,1,0.05234844760013957,MEDIUM
C1594955566,1,1464149.75,1464149.75,1464149.75,0.0,367868.59375,367868.59375,0,1,0.0,1,1,0.052342248265723534,MEDIUM
C1247027586,1,1465796.125,1465796.125,1465796.125,0.0,380864.09375,380864.09375,0,1,0.0,1,1,0.052342248265723534,MEDIUM
C196201557,1,1993649.0,1993649.0,1993649.0,0.0,101439.0,101439.0,0,1,0.0,1,1,0.05219170269280893,MEDIUM
C1089882658,1,2262403.75,2262403.75,2262403.75,0.0,49632.0,49632.0,0,1,0.0,1,1,0.05217795988225937,MEDIUM
C1662493325,1,1243045.25,1243045.25,1243045.25,0.0,801403.25,801403.25,0,1,0.0,1,1,0.05214912255911697,MEDIUM
C1070861704,1,1372125.5,1372125.5,1372125.5,0.0,577833.0,577833.0,0,1,0.0,1,1,0.05214292488672878,MEDIUM
C811174616,1,1518654.625,1518654.625,1518654.625,0.0,353288.03125,353288.03125,0,1,0.0,1,1,0.05214292488672878,MEDIUM
C893557636,1,1272089.25,1272089.25,1272089.25,0.0,1089123.75,1089123.75,0,1,0.0,1,1,0.051935007613346906,MEDIUM
C1952376111,1,2249112.5,2249112.5,2249112.5,0.0,55832.6015625,55832.6015625,0,1,0.0,1,1,0.05192654627886528,MEDIUM
C1834982318,1,2283860.5,2283860.5,2283860.5,0.0,30879.0,30879.0,0,1,0.0,1,1,0.05192654627886528,MEDIUM
C869601573,1,2276557.0,2276557.0,2276557.0,0.0,31420.0,31420.0,0,1,0.0,1,1,0.05192654627886528,MEDIUM
C2000794804,1,2199030.75,2199030.75,2199030.75,0.0,51728.0,51728.0,0,1,0.0,1,1,0.05192654627886528,MEDIUM
C36518369,1,2209045.75,2209045.75,2209045.75,0.0,52688.0,52688.0,0,1,0.0,1,1,0.05192654627886528,MEDIUM
C880205665,1,2197504.5,2197504.5,2197504.5,0.0,51440.0,51440.0,0,1,0.0,1,1,0.05192654627886528,MEDIUM
C331035296,1,1707994.75,1707994.75,1707994.75,0.0,254699.5625,254699.5625,0,1,0.0,1,1,0.051891523133429485,MEDIUM
C1268131308,1,2758832.75,2758832.75,2758832.75,0.0,184.0,184.0,0,1,0.0,1,1,0.051869989938303496,MEDIUM
C183012290,1,1308192.625,1308192.625,1308192.625,0.0,723034.5625,723034.5625,0,1,0.0,1,1,0.051845590119824925,MEDIUM
C1513776064,1,2004717.875,2004717.875,2004717.875,0.0,92543.609375,92543.609375,0,1,0.0,1,1,0.051688951228085256,MEDIUM
C1351018057,1,2222408.0,2222408.0,2222408.0,0.0,48161.0,48161.0,0,1,0.0,1,1,0.05167521771258843,MEDIUM
C360633260,1,1634985.75,1634985.75,1634985.75,0.0,276817.40625,276817.40625,0,1,0.0,1,1,0.05164020641323919,MEDIUM
C1486484062,1,1420919.375,1420919.375,1420919.375,0.0,454724.28125,454724.28125,0,1,0.0,1,1,0.05158809588980051,MEDIUM
C1490353954,1,2781310.25,2781310.25,2781310.25,0.0,0.0,0.0,0,1,0.0,1,1,0.05148413004303176,MEDIUM
C1531401898,1,2785004.0,2785004.0,2785004.0,0.0,0.0,0.0,0,1,0.0,1,1,0.05148413004303176,MEDIUM
C453991653,1,2357592.0,2357592.0,2357592.0,0.0,6132.0,6132.0,0,1,0.0,1,1,0.05145681601628238,MEDIUM
C472061953,1,2438455.0,2438455.0,2438455.0,0.0,2918.0,2918.0,0,1,0.0,1,1,0.05145681601628238,MEDIUM
C595515526,1,2367461.75,2367461.75,2367461.75,0.0,6053.0,6053.0,0,1,0.0,1,1,0.05145681601628238,MEDIUM
C1911312932,1,1243729.75,1243729.75,1243729.75,0.0,1292650.5,1243729.78125,0,1,0.0,1,1,0.05143242976626072,MEDIUM
C228387806,1,2296464.25,2296464.25,2296464.25,0.0,25686.0,25686.0,0,1,0.0,1,1,0.05142397415466604,MEDIUM
C480666423,1,2260215.75,2260215.75,2260215.75,0.0,35055.0,35055.0,0,1,0.0,1,1,0.05142397415466604,MEDIUM
C1106869048,1,2296234.5,2296234.5,2296234.5,0.0,20853.0,20853.0,0,1,0.0,1,1,0.05142397415466604,MEDIUM
C1598722984,1,2296496.5,2296496.5,2296496.5,0.0,21397.0,21397.0,0,1,0.0,1,1,0.05142397415466604,MEDIUM
C1626893543,1,2260945.25,2260945.25,2260945.25,0.0,30466.0,30466.0,0,1,0.0,1,1,0.05142397415466604,MEDIUM
C963277449,1,2313415.25,2313415.25,2313415.25,0.0,19945.0,19945.0,0,1,0.0,1,1,0.05142397415466604,MEDIUM
C1577741166,1,1230712.625,1230712.625,1230712.625,0.0,800075.0,800075.0,0,1,0.0,1,1,0.05139516608308492,MEDIUM
C2021945057,1,1628529.5,1628529.5,1628529.5,0.0,284850.40625,284850.40625,0,1,0.0,1,1,0.05138897469739667,MEDIUM
C2025540053,1,1630889.875,1630889.875,1630889.875,0.0,281340.46875,281340.46875,0,1,0.0,1,1,0.05138897469739667,MEDIUM
C412296289,1,1692136.625,1692136.625,1692136.625,0.0,259163.0625,259163.0625,0,1,0.0,1,1,0.05138897469739667,MEDIUM
C1334405552,1,1277212.75,1277212.75,1277212.75,0.0,1277212.75,1277212.75,0,1,0.0,1,1,0.051380333819798785,MEDIUM
C245415874,1,1405346.625,1405346.625,1405346.625,0.0,454707.9375,454707.9375,0,1,0.0,1,1,0.051336881799610046,MEDIUM
C1098479430,1,1445136.0,1445136.0,1445136.0,0.0,432870.125,432870.125,0,1,0.0,1,1,0.051336881799610046,MEDIUM
C689559644,1,2595097.75,2595097.75,2595097.75,0.0,1433.0,1433.0,0,1,0.0,1,1,0.051205646329663734,MEDIUM
C250058104,1,2595685.75,2595685.75,2595685.75,0.0,1462.0,1462.0,0,1,0.0,1,1,0.051205646329663734,MEDIUM
C152645184,1,2394607.5,2394607.5,2394607.5,0.0,3090.0,3090.0,0,1,0.0,1,1,0.051205646329663734,MEDIUM
C370901663,1,2603798.5,2603798.5,2603798.5,0.0,1788.0,1788.0,0,1,0.0,1,1,0.051205646329663734,MEDIUM
C831060072,1,1959615.5,1959615.5,1959615.5,0.0,106369.0,106369.0,0,1,0.0,1,1,0.0511865398030763,MEDIUM
C1977977286,1,2249374.25,2249374.25,2249374.25,0.0,31260.0,31260.0,0,1,0.0,1,1,0.051172815576345454,MEDIUM
C1446667209,1,2206237.25,2206237.25,2206237.25,0.0,40090.0,40090.0,0,1,0.0,1,1,0.051172815576345454,MEDIUM
C623384417,1,2253954.25,2253954.25,2253954.25,0.0,30602.0,30602.0,0,1,0.0,1,1,0.051172815576345454,MEDIUM
C1891395158,1,1725356.75,1725356.75,1725356.75,0.0,244560.0,244560.0,0,1,0.0,1,1,0.051137827957150495,MEDIUM
C456890882,1,1732572.875,1732572.875,1732572.875,0.0,237894.0,237894.0,0,1,0.0,1,1,0.051137827957150495,MEDIUM
C45706891,1,2187770.5,2187770.5,2187770.5,0.0,53783.0,53783.0,0,1,0.0,1,1,0.051120737843624475,MEDIUM
C820699818,1,1379825.0,1379825.0,1379825.0,0.0,489092.0,489092.0,0,1,0.0,1,1,0.05108575267905424,MEDIUM
C1872650318,1,2359358.5,2359358.5,2359358.5,0.0,5641.0,5641.0,0,1,0.0,1,1,0.050954561597660875,MEDIUM
C1037461203,1,2357835.0,2357835.0,2357835.0,0.0,3964.93994140625,3964.93994140625,0,1,0.0,1,1,0.050954561597660875,MEDIUM
C1909226065,1,2563416.75,2563416.75,2563416.75,0.0,1223.0,1223.0,0,1,0.0,1,1,0.050954561597660875,MEDIUM
C507824306,1,2552535.5,2552535.5,2552535.5,0.0,1268.0,1268.0,0,1,0.0,1,1,0.050954561597660875,MEDIUM
C1650132142,1,1966758.5,1966758.5,1966758.5,0.0,103757.359375,103757.359375,0,1,0.0,1,1,0.05093546153358741,MEDIUM
C732303911,1,1958376.625,1958376.625,1958376.625,0.0,100163.0,100163.0,0,1,0.0,1,1,0.05093546153358741,MEDIUM
C2037159185,1,1952009.375,1952009.375,1952009.375,0.0,105068.0,105068.0,0,1,0.0,1,1,0.05093546153358741,MEDIUM
C1133451407,1,1240243.25,1240243.25,1240243.25,0.0,1066009.125,1066009.125,0,1,0.0,1,1,0.05093019184146186,MEDIUM
C633171726,1,1227245.875,1227245.875,1227245.875,0.0,1093934.375,1093934.375,0,1,0.0,1,1,0.05093019184146186,MEDIUM
C833343605,1,2282938.75,2282938.75,2282938.75,0.0,20208.0,20208.0,0,1,0.0,1,1,0.050921741948883326,MEDIUM
C1352749072,1,2200742.25,2200742.25,2200742.25,0.0,28969.0,28969.0,0,1,0.0,1,1,0.050921741948883326,MEDIUM
C1792322110,1,2256695.0,2256695.0,2256695.0,0.0,34515.26171875,34515.26171875,0,1,0.0,1,1,0.050921741948883326,MEDIUM
C857634775,1,2232359.0,2232359.0,2232359.0,0.0,30484.0,30484.0,0,1,0.0,1,1,0.050921741948883326,MEDIUM
C600761493,1,2255073.75,2255073.75,2255073.75,0.0,34412.0,34412.0,0,1,0.0,1,1,0.050921741948883326,MEDIUM
C240222302,1,2278826.75,2278826.75,2278826.75,0.0,21413.0,21413.0,0,1,0.0,1,1,0.050921741948883326,MEDIUM
C1414795127,1,2236023.25,2236023.25,2236023.25,0.0,30344.0,30344.0,0,1,0.0,1,1,0.050921741948883326,MEDIUM
C244764942,1,2695994.75,2695994.75,2695994.75,0.0,756.0,756.0,0,1,0.0,1,1,0.0509024991769742,MEDIUM
C1214592979,1,1790249.625,1790249.625,1790249.625,0.0,194005.828125,194005.828125,0,1,0.0,1,1,0.050886766163758756,MEDIUM
C1580427779,1,2778262.5,2778262.5,2778262.5,0.0,0.0,0.0,0,1,0.0,1,1,0.05073084811190498,MEDIUM
C592584779,1,2773346.25,2773346.25,2773346.25,0.0,0.0,0.0,0,1,0.0,1,1,0.05073084811190498,MEDIUM
C418618913,1,1919422.875,1919422.875,1919422.875,0.0,119505.0,119505.0,0,1,0.0,1,1,0.05068446818779382,MEDIUM
C734825677,1,1221110.875,1221110.875,1221110.875,0.0,1009135.3125,1009135.3125,0,1,0.0,1,1,0.05067920027806749,MEDIUM
C1994632330,1,2263600.5,2263600.5,2263600.5,0.0,21163.0,21163.0,0,1,0.0,1,1,0.05067075324354631,MEDIUM
C346237855,1,2201596.25,2201596.25,2201596.25,0.0,32641.0,32641.0,0,1,0.0,1,1,0.05067075324354631,MEDIUM
C29348430,1,2193895.0,2193895.0,2193895.0,0.0,29874.0,29874.0,0,1,0.0,1,1,0.05067075324354631,MEDIUM
C525403166,1,2266191.25,2266191.25,2266191.25,0.0,23992.0,23992.0,0,1,0.0,1,1,0.05067075324354631,MEDIUM
C211807347,1,2699734.25,2699734.25,2699734.25,0.0,270.0,270.0,0,1,0.0,1,1,0.0506515169802344,MEDIUM
C128074492,1,2715968.5,2715968.5,2715968.5,0.0,319.0,319.0,0,1,0.0,1,1,0.0506515169802344,MEDIUM
C332764579,1,2068815.625,2068815.625,2068815.625,0.0,83012.0,83012.0,0,1,0.0,1,1,0.05050715732000188,MEDIUM
C2071016978,1,2302310.75,2302310.75,2302310.75,0.0,13522.0,13522.0,0,1,0.0,1,1,0.05041984943161082,MEDIUM
C1400302400,1,1609253.375,1609253.375,1609253.375,0.0,283822.0,283822.0,0,1,0.0,1,1,0.05038489730262019,MEDIUM
C610889244,1,1665743.875,1665743.875,1665743.875,0.0,255562.15625,255562.15625,0,1,0.0,1,1,0.05038489730262019,MEDIUM
C895593143,1,1360134.0,1360134.0,1360134.0,0.0,539590.25,539590.25,0,1,0.0,1,1,0.05033287484784554,MEDIUM
C611818427,1,1436731.5,1436731.5,1436731.5,0.0,363095.84375,363095.84375,0,1,0.0,1,1,0.05033287484784554,MEDIUM
C368365719,1,2450131.0,2450131.0,2450131.0,0.0,2138.0,2138.0,0,1,0.0,1,1,0.050201816842048386,MEDIUM
C973892861,1,2251322.5,2251322.5,2251322.5,0.0,22050.0,22050.0,0,1,0.0,1,1,0.05016903048436261,MEDIUM
C1497546996,1,2203651.75,2203651.75,2203651.75,0.0,20441.0,20441.0,0,1,0.0,1,1,0.05016903048436261,MEDIUM
C1618263418,1,2208704.25,2208704.25,2208704.25,0.0,20498.0,20498.0,0,1,0.0,1,1,0.05016903048436261,MEDIUM
C1509414520,1,2210765.0,2210765.0,2210765.0,0.0,21354.0,21354.0,0,1,0.0,1,1,0.05016903048436261,MEDIUM
C1188912718,1,2189551.25,2189551.25,2189551.25,0.0,21537.0,21537.0,0,1,0.0,1,1,0.05016903048436261,MEDIUM
C1498514637,1,2278250.25,2278250.25,2278250.25,0.0,12753.0,12753.0,0,1,0.0,1,1,0.05016903048436261,MEDIUM
C446448807,1,1742974.875,1742974.875,1742974.875,0.0,201756.0,201756.0,0,1,0.0,1,1,0.050134090177438306,MEDIUM
